assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
9,13,476,3,472.9,460842,67,3.48,8.54,5.06,49.50,61,8,170.8,667.2,2485,0,0,0,0,0,0,0,0,0,0,0,0,2023/24,65,27,566.0,137,6
4,5,373,7,552.5,460842,62,2.67,9.64,6.97,43.46,46,5,177.5,471.6,2589,0,0,0,0,0,0,0,0,0,0,1,0,2024/25,65,31,752.0,106,2
