assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,0,4,0,0.5,499721,45,0.00,0.00,0.00,0.05,0,0,0.1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,2023/24,45,0,0.0,2,0
2,0,51,0,45.2,499721,45,0.56,0.76,0.20,6.87,5,0,11.0,33.2,359,0,0,0,0,0,0,0,0,0,0,0,0,2024/25,45,3,34.0,19,0
