assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
1,0,111,0,119.3,481510,45,0.60,0.72,0.12,17.88,21,0,30.8,173.2,891,0,0,0,0,0,0,0,0,0,0,0,0,2022/23,45,11,14.0,16,2
1,0,153,1,358.6,481510,44,1.74,1.87,0.13,54.38,62,0,91.6,519.4,2481,0,0,0,0,0,0,0,1,0,0,0,0,2024/25,45,29,40.0,34,1
