assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
3,4,222,7,287.9,496221,50,1.50,1.87,0.38,18.04,16,0,57.3,255.0,1296,0,0,0,0,0,0,0,0,0,0,0,0,2023/24,50,15,29.0,50,2
2,0,244,4,381.4,496221,47,2.17,2.55,0.38,19.34,21,0,71.2,261.2,1314,0,0,0,0,0,0,0,0,0,0,0,0,2024/25,50,16,69.0,42,2
