assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,4,442,6,34.8,232892,44,0.16,0.53,0.37,40.83,42,1,55.0,462.8,2299,0,0,0,0,0,0,0,0,0,0,1,0,2023/24,45,25,50.0,66,4
0,0,390,5,96.7,232892,45,0.42,1.44,1.02,39.22,47,1,84.1,587.2,3074,0,0,0,0,0,0,0,0,0,0,0,0,2024/25,45,34,157.0,75,7
