assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
4,7,437,8,830.0,424876,71,5.13,8.77,3.64,25.06,23,3,162.8,423.4,2102,0,0,0,0,0,0,0,0,0,0,0,0,2023/24,70,25,377.0,99,1
10,14,605,12,794.8,424876,61,6.06,13.00,6.94,26.78,29,6,198.1,589.8,2485,0,0,0,0,0,0,0,0,0,0,0,0,2024/25,65,29,601.0,143,6
