assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,0,0,0,0.0,106606,50,0.00,0.00,0.00,0.00,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011/12,50,0,0.0,0,0
0,0,47,0,6.6,106606,43,0.01,0.01,0.00,6.84,6,0,4.6,34.4,195,0,0,0,0,0,0,0,0,0,0,0,0,2024/25,45,2,4.0,13,0
